,,,,Indicadores de Liquidez,,
,SETOR ECONÔMICO,Empresa,Descrição,Índice pré adoção,Índice pós adoção,Variação
,Utilidade Pública,AMPLA ENERG ,Participação de Terceiros,"0,97718444528807","0,98485476691271","0,00767032162464"
,Consumo Cíclico,ANIMA,Participação de Terceiros,"1,48146230735534","2,38786075538893","0,906398448033588"
,Consumo Cíclico,AREZZO CO   ,Participação de Terceiros,"0,374369347689263","0,598500682680776","0,224131334991513"
,Bens Industriais,ATMASA,Participação de Terceiros,"1,38142140450108","1,74672171114651","0,365300306645429"
,Bens Industriais,AZUL,Participação de Terceiros,"1,15253229044782","2,29569674245354","1,14316445200572"
,Consumo Cíclico,B2W DIGITAL,Participação de Terceiros,"0,985937298386301","1,01499720221222","0,029059903825915"
,Consumo Cíclico,BAHEMA      ,Participação de Terceiros,"0,769074844074844","1,2404106029106","0,471335758835759"
,Bens Industriais,BBMLOGISTICA,Participação de Terceiros,"1,05769775520448","1,18561680937874","0,127919054174266"
,Consumo não Cíclico,BIOSEV,Participação de Terceiros,"2,18031178112399","2,57216645924466","0,391854678120665"
,Consumo Cíclico,BK BRASIL,Participação de Terceiros,"0,915728956585448","1,60900179030247","0,693272833717024"
,Consumo não Cíclico,BOMBRIL     ,Participação de Terceiros,"1,59324690546743","1,60375071739059","0,010503811923162"
,Consumo não Cíclico,BRASILAGRO  ,Participação de Terceiros,"0,364014006743129","0,446715821577122","0,082701814833993"
,Materiais Básicos,BRASKEM     ,Participação de Terceiros,"1,66655350448847","1,73825619460492","0,071702690116447"
,Consumo não Cíclico,BRF SA   ,Participação de Terceiros,"1,31115994988107","1,39203462787175","0,08087467799068"
,Consumo não Cíclico,CAMIL,Participação de Terceiros,"0,860191905290104","0,898478125953116","0,038286220663012"
,Consumo não Cíclico,CARREFOUR BR,Participação de Terceiros,"0,965938193614478","1,00431108075807","0,038372887143589"
,Bens Industriais,CCR SA      ,Participação de Terceiros,"2,0587584038763","2,07173165725659","0,012973253380291"
,Consumo Cíclico,CEA MODAS,Participação de Terceiros,"0,893661287980542","1,55075567817427","0,65709439019373"
,Consumo Cíclico,CEDRO       ,Participação de Terceiros,"1,27255679695897","1,28468483119088","0,012128034231904"
,Utilidade Pública,CEEE-D      ,Participação de Terceiros,"2,16446017901814","2,18376824988231","0,019308070864176"
,Utilidade Pública,CEG         ,Participação de Terceiros,"1,85559316076511","1,8646628192191","0,009069658453991"
,Utilidade Pública,CEMIG       ,Participação de Terceiros,"1,06638998134081","1,07470564505231","0,0083156637115"
,Consumo Cíclico,CENTAURO,Participação de Terceiros,"1,28989675758945","2,03243855507185","0,742541797482398"
,Comunicações,CINESYSTEM,Participação de Terceiros,"4,98529235442229","7,14563766436194","2,16034530993965"
,Consumo Cíclico,COGNA ON,Participação de Terceiros,"1,70352067891966","2,14547098191801","0,441950302998352"
,Utilidade Pública,COPASA      ,Participação de Terceiros,"1,15654649266591","1,16552042104732","0,008973928381409"
,Utilidade Pública,COPEL       ,Participação de Terceiros,"1,1738414553562","1,18091198318535","0,007070527829143"
,"Petróleo, Gás e Biocombustíveis",COSAN       ,Participação de Terceiros,"1,75627199379222","1,76329194156371","0,007019947771485"
,Materiais Básicos,CRISTAL,Participação de Terceiros,"0,316519271869703","0,332673741616921","0,016154469747218"
,Consumo Cíclico,CRUZEIRO EDU,Participação de Terceiros,"4,03864143317425","5,52155290199991","1,48291146882566"
,Bens Industriais,CSU CARDSYST,Participação de Terceiros,"1,16730538280897","1,94553701876372","0,778231635954747"
,Consumo Cíclico,CURY S/A,Participação de Terceiros,"0,707504498324933","2,18397538957618","1,47647089125124"
,Consumo Cíclico,CVC BRASIL,Participação de Terceiros,"0,878958714343642","0,895556626751958","0,016597912408316"
,Consumo Cíclico,CYRELA REALT,Participação de Terceiros,"0,484532788402078","0,486157849639665","0,001625061237587"
,Saúde,D1000VFARMA,Participação de Terceiros,"1,75482365249583","2,33122749129831","0,576403838802487"
,Saúde,DASA        ,Participação de Terceiros,"1,49726996532108","1,88926879579955","0,391998830478468"
,Consumo Cíclico,DIRECIONAL  ,Participação de Terceiros,"0,721395115497288","0,730246483363502","0,008851367866214"
,"Petróleo, Gás e Biocombustíveis",DOMMO,Participação de Terceiros,"2,58075426724368","5,72303638179411","3,14228211455043"
,Bens Industriais,DTCOM-DIRECT,Participação de Terceiros,"1,99653379549393","2,22398283403483","0,227449038540893"
,Materiais Básicos,DURATEX     ,Participação de Terceiros,"0,840004422725949","0,926934210391777","0,086929787665828"
,Utilidade Pública,ELETROBRAS  ,Participação de Terceiros,"1,04154874143661","1,04437907174284","0,002830330306223"
,Bens Industriais,EMBRAER     ,Participação de Terceiros,"0,631400865410759","0,636310261039082","0,004909395628323"
,"Petróleo, Gás e Biocombustíveis",ENAUTA PART,Participação de Terceiros,"0,282822207868883","0,56390402051066","0,281081812641778"
,Utilidade Pública,ENERGIAS BR ,Participação de Terceiros,"1,11495954645309","1,11569726333087","0,000737716877781"
,Utilidade Pública,ENERGISA    ,Participação de Terceiros,"1,40691400444711","1,40875273833161","0,001838733884499"
,Utilidade Pública,ENEVA,Participação de Terceiros,"2,05619658105051","2,08841833766621","0,032221756615695"
,Utilidade Pública,ENGIE BRASIL,Participação de Terceiros,"2,23634864912864","2,2480891603993","0,011740511270661"
,Utilidade Pública,EQUATORIAL  ,Participação de Terceiros,"0,980828507667857","0,983512636654882","0,002684128987025"
,Consumo Cíclico,ESPACOLASER,Participação de Terceiros,"1,44552237298067","1,61012972186581","0,16460734888514"
,Bens Industriais,ESTAPAR,Participação de Terceiros,"2,38808941593993","6,07785631989743","3,68976690395751"
,Bens Industriais,ETERNIT     ,Participação de Terceiros,"1,44965013848685","1,48220496053645","0,032554822049605"
,Materiais Básicos,EUCATEX     ,Participação de Terceiros,"4,38420379659683","5,15607357135832","0,771869774761483"
,Consumo não Cíclico,EXCELSIOR   ,Participação de Terceiros,"0,683132713183529","0,705299410801411","0,022166697617882"
,Consumo Cíclico,EZTEC       ,Participação de Terceiros,"0,124873991982167","0,130773816117393","0,005899824135227"
,Saúde,FLEURY      ,Participação de Terceiros,"1,45363805304852","1,99773929495607","0,544101241907551"
,Bens Industriais,FLEX S/A,Participação de Terceiros,"1,56663837241364","1,74174015062635","0,175101778212704"
,Bens Industriais,FRAS-LE     ,Participação de Terceiros,"0,811589116308163","0,903532914016981","0,091943797708819"
,Consumo Cíclico,GAFISA      ,Participação de Terceiros,"0,932638724510673","0,934683283698758","0,002044559188085"
,Materiais Básicos,GERDAU      ,Participação de Terceiros,"1,03784864277799","1,07210038716927","0,034251744391288"
,Bens Industriais,GOL         ,Participação de Terceiros,"2,57432276999","3,50328699871281","0,928964228722806"
,Materiais Básicos,GPC PART    ,Participação de Terceiros,"1,71293478547507","1,73259671422167","0,019661928746605"
,Consumo Cíclico,GRENDENE    ,Participação de Terceiros,"0,116190484579687","0,142783275856753","0,026592791277067"
,Consumo não Cíclico,GRUPO MATEUS,Participação de Terceiros,"0,66654603280273","0,76825192222988","0,101705889427149"
,Consumo não Cíclico,GRUPO NATURA      ,Participação de Terceiros,"1,56310958230238","1,80110640614529","0,237996823842906"
,Consumo Cíclico,GRUPO SOMA,Participação de Terceiros,"0,921867576685416","1,17639556440796","0,25452798772254"
,Consumo Cíclico,GUARARAPES  ,Participação de Terceiros,"1,63560042193893","1,74980147878088","0,114201056841955"
,Saúde,HAPVIDA,Participação de Terceiros,"0,292340418288072","0,477851196627048","0,185510778338976"
,Consumo Cíclico,HELBOR      ,Participação de Terceiros,"0,788308685433937","0,794403208565458","0,006094523131522"
,Bens Industriais,HIDROVIAS,Participação de Terceiros,"2,10164215756432","2,12767943145894","0,026037273894628"
,Saúde,HYPERA,Participação de Terceiros,"0,502001160296138","0,514260293684624","0,012259133388485"
,Utilidade Pública,IGUA SA  ,Participação de Terceiros,"1,20441969986668","1,21140388034296","0,006984180476279"
,Bens Industriais,INDS ROMI   ,Participação de Terceiros,"1,00049515487099","1,0074240146804","0,006928859809415"
,Consumo Cíclico,INTER SA ,Participação de Terceiros,"0,990139297362998","0,994534786448602","0,004395489085604"
,Saúde,INTERMEDICA,Participação de Terceiros,"1,10799708452635","1,2512961174701","0,143299032943749"
,Consumo Cíclico,IOCHP-MAXION,Participação de Terceiros,"1,48981054942152","1,50852729805256","0,01871674863104"
,Materiais Básicos,IRANI ,Participação de Terceiros,"2,09070161028967","2,13463606013166","0,043934449841989"
,Consumo não Cíclico,JALLESMACHAD,Participação de Terceiros,"0,88786956698951","1,24366265532895","0,355793088339439"
,Consumo não Cíclico,JBS         ,Participação de Terceiros,"1,74345705709914","1,84209262202751","0,098635564928375"
,Consumo Cíclico,JHSF PART   ,Participação de Terceiros,"1,83625897476184","1,88674466775543","0,050485692993596"
,Consumo não Cíclico,JOSAPAR     ,Participação de Terceiros,"0,908723245885284","0,911240308247687","0,002517062362404"
,Bens Industriais,JSL         ,Participação de Terceiros,"2,11751836907101","2,27616478877179","0,158646419700784"
,Consumo Cíclico,KARSTEN     ,Participação de Terceiros,"2,95821991175228","3,00545406303128","0,047234151279002"
,Bens Industriais,KEPLER WEBER,Participação de Terceiros,"0,452128929429566","0,464857335708066","0,0127284062785"
,Materiais Básicos,KLABIN S/A  ,Participação de Terceiros,"1,34989745389867","1,37168776267997","0,021790308781309"
,Utilidade Pública,LIGHT S/A   ,Participação de Terceiros,"1,14329068606868","1,14934330858478","0,0060526225161"
,Tecnologia da Informação,LINX,Participação de Terceiros,"0,815822451638575","0,956387594182583","0,140565142544008"
,Consumo Cíclico,LOCALIZA    ,Participação de Terceiros,"2,80729005667182","2,96147166409067","0,154181607418856"
,Tecnologia da Informação,LOCAWEB,Participação de Terceiros,"1,93897056174107","2,59985406983029","0,660883508089216"
,Bens Industriais,LOG-IN      ,Participação de Terceiros,"2,57367286098439","2,73493990394941","0,161267042965025"
,Consumo Cíclico,LOJAS MARISA,Participação de Terceiros,"0,775773007670346","1,00870508763932","0,232932079968976"
,Consumo Cíclico,LOJAS RENNER,Participação de Terceiros,"0,78599982589098","1,10801203516485","0,322012209273874"
,Consumo não Cíclico,M.DIASBRANCO,Participação de Terceiros,"0,788279205803495","0,813317766359189","0,025038560555693"
,Consumo Cíclico,MAGAZ LUIZA ,Participação de Terceiros,"0,910116667986414","1,18305458637839","0,272937918391973"
,Materiais Básicos,MANGELS INDL,Participação de Terceiros,"3,42549796967731","3,4538359883707","0,028338018693385"
,Bens Industriais,MARCOPOLO   ,Participação de Terceiros,"0,834233765298876","0,843516986753088","0,009283221454212"
,Consumo não Cíclico,MARFRIG     ,Participação de Terceiros,"1,53288461832032","1,56379267433657","0,030908056016251"
,Materiais Básicos,METAL IGUACU,Participação de Terceiros,"0,964635358379","1,01257719464643","0,047941836267434"
,Consumo Cíclico,METAL LEVE  ,Participação de Terceiros,"0,800508301453679","0,819985156533743","0,019476855080064"
,Bens Industriais,METALFRIO   ,Participação de Terceiros,"0,977020675986126","0,989580924638508","0,012560248652382"
,Bens Industriais,MILLS       ,Participação de Terceiros,"0,497485649760045","0,606238825632822","0,108753175872777"
,Bens Industriais,MINASMAQUINA,Participação de Terceiros,"0,42981109994811","0,444454469677733","0,014643369729622"
,Consumo não Cíclico,MINERVA     ,Participação de Terceiros,"1,53639648065419","1,54437031674229","0,007973836088102"
,Consumo Cíclico,MITRE REALTY,Participação de Terceiros,"0,869201329173707","0,882301141388407","0,0130998122147"
,Tecnologia da Informação,MOBLY,Participação de Terceiros,"1,27146558105107","1,47505116036052","0,203585579309444"
,Consumo Cíclico,MOURA DUBEUX,Participação de Terceiros,"1,12786846220464","1,12991587349146","0,002047411286825"
,Consumo Cíclico,MOVIDA,Participação de Terceiros,"2,21227138222397","2,3656966110173","0,153425228793334"
,Bens Industriais,MRS LOGIST  ,Participação de Terceiros,"2,71640159589004","4,0397814369777","1,32337984108766"
,Consumo Cíclico,MRV         ,Participação de Terceiros,"0,66411577373919","0,669494833310621","0,00537905957143"
,Tecnologia da Informação,NEOGRID,Participação de Terceiros,"2,56051840676637","2,64267471282118","0,08215630605481"
,"Petróleo, Gás e Biocombustíveis",OCEANPACT,Participação de Terceiros,"2,51179410107082","2,80653015216983","0,294736051099004"
,Comunicações,OI,Participação de Terceiros,"1,42062578883794","1,69338162211462","0,272755833276676"
,Utilidade Pública,OMEGA GER,Participação de Terceiros,"4,13901870018619","4,23787358055946","0,098854880373268"
,Utilidade Pública,ORIZON,Participação de Terceiros,"3,10496949182033","3,15078119130191","0,045811699481579"
,"Petróleo, Gás e Biocombustíveis",OSX BRASIL  ,Participação de Terceiros,"277,403692278029","300,348500915839","22,9448086378097"
,Consumo não Cíclico,P.ACUCAR-CBD,Participação de Terceiros,"0,965484727426118","1,08881505596932","0,123330328543199"
,Saúde,PAGUE MENOS,Participação de Terceiros,"0,919223155931966","1,5625755131169","0,64335235718493"
,Materiais Básicos,PARANAPANEMA,Participação de Terceiros,"1,19898874571848","1,2093386413697","0,010349895651225"
,"Petróleo, Gás e Biocombustíveis",PET MANGUINH,Participação de Terceiros,"2,68104096459202","2,68270129152974","0,001660326937726"
,"Petróleo, Gás e Biocombustíveis",PETROBRAS   ,Participação de Terceiros,"2,06288080322664","2,06325154109099","0,000370737864355"
,"Petróleo, Gás e Biocombustíveis",PETRORIO,Participação de Terceiros,"0,483314085460555","1,44400498151842","0,960690896057867"
,Consumo Cíclico,PETTENATI   ,Participação de Terceiros,"1,61761174012281","1,61874187945349","0,001130139330679"
,Bens Industriais,PORTOBELLO  ,Participação de Terceiros,"1,10037071799289","1,12070063557778","0,02032991758489"
,Bens Industriais,PRINER,Participação de Terceiros,"1,07511406181317","1,14064844709199","0,065534385278826"
,Saúde,PROFARMA    ,Participação de Terceiros,"0,907110405100361","1,02706315220857","0,119952747108211"
,Saúde,QUALICORP   ,Participação de Terceiros,"1,09699543232263","1,1566607753575","0,059665343034866"
,Consumo Cíclico,QUERO-QUERO,Participação de Terceiros,"0,949328994475158","1,08977798134131","0,140448986866151"
,Saúde,RAIADROGASIL    ,Participação de Terceiros,"0,829355304990139","1,50209088313983","0,672735578149689"
,Bens Industriais,RANDON PART ,Participação de Terceiros,"0,920638649687024","0,948112820150389","0,027474170463366"
,Saúde,REDE D OR,Participação de Terceiros,"1,59758431806314","1,85230386011145","0,254719542048311"
,Utilidade Pública,SABESP      ,Participação de Terceiros,"1,69193985783958","1,69651646157615","0,004576603736574"
,Bens Industriais,SANTOS BRP  ,Participação de Terceiros,"2,00756340771478","2,04899013422535","0,041426726510565"
,Consumo não Cíclico,SAO MARTINHO,Participação de Terceiros,"1,76995155380278","2,35790414657355","0,587952592770765"
,Consumo Cíclico,SARAIVA LIVR,Participação de Terceiros,"1,1845462504937","1,65804795324545","0,473501702751746"
,Bens Industriais,SEQUOIA LOG,Participação de Terceiros,"1,39877821979727","2,12639020605225","0,727611986254973"
,Consumo Cíclico,SER EDUCA,Participação de Terceiros,"0,729123045505899","1,03927387018343","0,310150824677526"
,Materiais Básicos,SID NACIONAL,Participação de Terceiros,"1,55287930408658","1,57955498376418","0,026675679677603"
,Tecnologia da Informação,SINQIA,Participação de Terceiros,"1,19772179627601","1,56156261409273","0,363840817816721"
,Consumo não Cíclico,SLC AGRICOLA,Participação de Terceiros,"1,07456329298376","1,25484468868962","0,180281395705861"
,Consumo Cíclico,SMART FIT,Participação de Terceiros,"2,69725433673521","4,55261041143097","1,85535607469576"
,Bens Industriais,SONDOTECNICA,Participação de Terceiros,"0,166331569516535","0,195733189760328","0,029401620243794"
,Consumo Cíclico,SPRINGS     ,Participação de Terceiros,"0,885246696411049","1,00878206685074","0,123535370439691"
,Utilidade Pública,STATKRAFT,Participação de Terceiros,"1,77085550339071","1,77945400799861","0,008598504607894"
,Materiais Básicos,SUZANO S.A.,Participação de Terceiros,"1,14630102472753","1,24009383830268","0,093792813575152"
,Utilidade Pública,TAESA       ,Participação de Terceiros,"0,474272825183459","0,478881111467615","0,004608286284156"
,Consumo Cíclico,TECNISA     ,Participação de Terceiros,"1,02265271217532","1,02708098863022","0,004428276454898"
,Bens Industriais,TEGMA       ,Participação de Terceiros,"0,814956790324643","0,94948968207607","0,134532891751427"
,Comunicações,TELEF BRASIL,Participação de Terceiros,"1,18492812694115","1,51482732937496","0,329899202433807"
,Consumo não Cíclico,TERRA SANTA,Participação de Terceiros,"1,46614016691386","1,66190549665322","0,195765329739364"
,Comunicações,TIM,Participação de Terceiros,"1,20757887279155","1,73092161282319","0,52334274003164"
,Consumo Cíclico,TIME FOR FUN,Participação de Terceiros,"0,629799307456625","0,697338602947842","0,067539295491216"
,Tecnologia da Informação,TOTVS       ,Participação de Terceiros,"0,829320022795724","1,00571396779427","0,176393944998549"
,Consumo Cíclico,TRACK FIELD,Participação de Terceiros,"0,330201717243002","0,707282110091743","0,377080392848741"
,Consumo Cíclico,TRISUL      ,Participação de Terceiros,"0,461855482227384","0,467886468626816","0,006030986399433"
,Bens Industriais,TRIUNFO PART,Participação de Terceiros,"5,66209302194106","5,70221935780525","0,040126335864196"
,Bens Industriais,TUPY        ,Participação de Terceiros,"0,889091554932237","0,897173465280746","0,008081910348509"
,"Petróleo, Gás e Biocombustíveis",ULTRAPAR    ,Participação de Terceiros,"1,1765587714871","1,94887822558423","0,77231945409713"
,Consumo Cíclico,UNIDAS      ,Participação de Terceiros,"1,04294133174629","1,05036120754937","0,007419875803078"
,Materiais Básicos,VALE        ,Participação de Terceiros,"1,51532641337578","1,57825534102284","0,062928927647064"
,Bens Industriais,VALID       ,Participação de Terceiros,"1,20850152707418","1,21896434166556","0,010462814591385"
,Consumo Cíclico,VAMOS,Participação de Terceiros,"2,83371851257925","2,94400554972546","0,110287037146215"
,Consumo Cíclico,VIAVAREJO,Participação de Terceiros,"1,02919199594732","1,25778481012658","0,228592814179267"
,Consumo Cíclico,VULCABRAS   ,Participação de Terceiros,"0,45051756009555","0,477827288214269","0,027309728118719"
,Tecnologia da Informação,WESTWING,Participação de Terceiros,"1,46896960846947","1,69672355571781","0,227753947248334"
,Consumo Cíclico,WHIRLPOOL   ,Participação de Terceiros,"0,815055302816329","0,834128442400367","0,019073139584037"
,Bens Industriais,WILSON SONS ,Participação de Terceiros,"1,61813391610981","2,82650311988696","1,20836920377715"
,Bens Industriais,WLM IND COM ,Participação de Terceiros,"0,595180710767172","0,600297872126314","0,005117161359142"
,"Petróleo, Gás e Biocombustíveis",3R PETROLEUM,Imobilização de PL,"1,16883076285856","1,17744677026716","0,008616007408594"
,Comunicações,ALGAR TELEC,Imobilização de PL,"2,15632237662569","2,45450673555442","0,298184358928725"
,Saúde,ALLIAR,Imobilização de PL,"1,15324318002758","1,33634143564113","0,183098255613551"
,Consumo Cíclico,ALPARGATAS  ,Imobilização de PL,"0,63675512321051","0,775167035246846","0,138411912036336"
,Utilidade Pública,ALUPAR,Imobilização de PL,"0,776067364356919","0,781249655645128","0,005182291288209"
,Consumo não Cíclico,AMBEV S/A,Imobilização de PL,"1,07931611223903","1,10607784121392","0,026761728974884"
,Utilidade Pública,AMBIPAR,Imobilização de PL,"1,46225183798221","1,49545942671476","0,033207588732549"
,Utilidade Pública,AMPLA ENERG ,Imobilização de PL,"0,958581923136009","0,972506194302415","0,013924271166406"
,Consumo Cíclico,ANIMA,Imobilização de PL,"1,38164657143415","2,10013243161583","0,718485860181676"
,Consumo Cíclico,AREZZO CO   ,Imobilização de PL,"0,216060629064501","0,496905848382353","0,280845219317853"
,Bens Industriais,ATMASA,Imobilização de PL,"5,21907398751094","9,25982524900219","4,04075126149126"
,Bens Industriais,AZUL,Imobilização de PL,"1,36099345702816","-7,46302556958988","-8,82401902661804"
,Consumo Cíclico,B2W DIGITAL,Imobilização de PL,"0,961731524137609","1,04108344987708","0,079351925739472"
,Consumo Cíclico,BAHEMA      ,Imobilização de PL,"0,885112159803478","1,11960695584718","0,2344947960437"
,Bens Industriais,BBMLOGISTICA,Imobilização de PL,"1,11669749115471","1,37542216146671","0,258724670311997"
,Consumo não Cíclico,BIOSEV,Imobilização de PL,"9,44193631931177","12,2445959995946","2,80265968028286"
,Consumo Cíclico,BK BRASIL,Imobilização de PL,"0,956656532476004","1,31323036063741","0,356573828161402"
,Consumo não Cíclico,BOMBRIL     ,Imobilização de PL,"-0,417425814763722","-0,442522235893102","-0,02509642112938"
,Consumo não Cíclico,BRASILAGRO  ,Imobilização de PL,"0,191680240684901","0,296791849698804","0,105111609013903"
,Materiais Básicos,BRASKEM     ,Imobilização de PL,"4,60514984576007","4,97830936015722","0,373159514397149"
,Consumo não Cíclico,BRF SA   ,Imobilização de PL,"2,09809730160625","2,41710755199405","0,319010250387803"
,Consumo não Cíclico,CAMIL,Imobilização de PL,"0,830093379097005","0,876634772158708","0,046541393061703"
,Consumo não Cíclico,CARREFOUR BR,Imobilização de PL,"0,943190716879049","1,00719629497684","0,064005578097795"
,Bens Industriais,CCR SA      ,Imobilização de PL,"2,36504353155216","2,38176977952821","0,016726247976042"
,Consumo Cíclico,CEA MODAS,Imobilização de PL,"0,747798955910959","2,30621440146937","1,55841544555841"
,Consumo Cíclico,CEDRO       ,Imobilização de PL,"1,51396495464804","1,53683499360329","0,022870038955252"
,Utilidade Pública,CEEE-D      ,Imobilização de PL,"-0,486842815611529","-0,511496356337949","-0,02465354072642"
,Utilidade Pública,CEG         ,Imobilização de PL,"1,70014930370043","1,70767515216754","0,007525848467114"
,Utilidade Pública,CEMIG       ,Imobilização de PL,"1,17152712909397","1,19301172502453","0,021484595930556"
,Consumo Cíclico,CENTAURO,Imobilização de PL,"2,88613525258012","7,71728366690344","4,83114841432332"
,Comunicações,CINESYSTEM,Imobilização de PL,"3,43899814108209","4,86104554813439","1,4220474070523"
,Consumo Cíclico,COGNA ON,Imobilização de PL,"1,34214573749532","1,56363451385958","0,221488776364257"
,Utilidade Pública,COPASA      ,Imobilização de PL,"1,10764340856447","1,11381399867312","0,006170590108651"
,Utilidade Pública,COPEL       ,Imobilização de PL,"1,17762867210236","1,18485323466012","0,007224562557763"
,"Petróleo, Gás e Biocombustíveis",COSAN       ,Imobilização de PL,"1,70433876434536","1,71098328657172","0,006644522226361"
,Materiais Básicos,CRISTAL,Imobilização de PL,"0,255097328144641","0,277580539643535","0,022483211498895"
,Consumo Cíclico,CRUZEIRO EDU,Imobilização de PL,"3,16649297925266","4,22378037453048","1,05728739527782"
,Bens Industriais,CSU CARDSYST,Imobilização de PL,"1,09081736458571","1,51326011584695","0,422442751261237"
,Consumo Cíclico,CURY S/A,Imobilização de PL,"0,066332609253794","4,77933748164559","4,7130048723918"
,Consumo Cíclico,CVC BRASIL,Imobilização de PL,"0,05505083541278","0,184627974147561","0,129577138734781"
,Consumo Cíclico,CYRELA REALT,Imobilização de PL,"0,175587610339176","0,178186651729357","0,002599041390181"
,Saúde,D1000VFARMA,Imobilização de PL,"1,45792460890616","1,84731162600099","0,389387017094833"
,Saúde,DASA        ,Imobilização de PL,"1,39018948840209","1,69777658150121","0,30758709309912"
,Consumo Cíclico,DIRECIONAL  ,Imobilização de PL,"0,096799916168799","0,125494876822683","0,028694960653883"
,"Petróleo, Gás e Biocombustíveis",DOMMO,Imobilização de PL,"-0,65287631194367","-2,1910713856487","-1,53819507370503"
,Bens Industriais,DTCOM-DIRECT,Imobilização de PL,"2,87704026115343","3,36576806508215","0,488727803928723"
,Materiais Básicos,DURATEX     ,Imobilização de PL,"0,800812838858159","0,909036440527851","0,108223601669692"
,Utilidade Pública,ELETROBRAS  ,Imobilização de PL,"1,08917221583951","1,09524669165363","0,006074475814115"
,Bens Industriais,EMBRAER     ,Imobilização de PL,"0,47409708578975","0,48110162059644","0,00700453480669"
,"Petróleo, Gás e Biocombustíveis",ENAUTA PART,Imobilização de PL,"0,410395466664917","0,641477790727366","0,231082324062449"
,Utilidade Pública,ENERGIAS BR ,Imobilização de PL,"1,13958599343992","1,1404817428269","0,000895749386976"
,Utilidade Pública,ENERGISA    ,Imobilização de PL,"2,45247562309757","2,45903896600396","0,006563342906391"
,Utilidade Pública,ENEVA,Imobilização de PL,"1,49175159296486","1,50675362992291","0,015002036958058"
,Utilidade Pública,ENGIE BRASIL,Imobilização de PL,"2,52323672348268","2,53750488286117","0,014268159378487"
,Utilidade Pública,EQUATORIAL  ,Imobilização de PL,"0,943465696181109","0,951380852759043","0,007915156577934"
,Consumo Cíclico,ESPACOLASER,Imobilização de PL,"1,86834928323882","2,18917867832388","0,320829395085066"
,Bens Industriais,ESTAPAR,Imobilização de PL,"1,41532530632224","2,92277539506163","1,50745008873938"
,Bens Industriais,ETERNIT     ,Imobilização de PL,"15,1007346938776","16,1216326530612","1,02089795918367"
,Materiais Básicos,EUCATEX     ,Imobilização de PL,"1,13621596798011","1,16728412901387","0,031068161033758"
,Consumo não Cíclico,EXCELSIOR   ,Imobilização de PL,"0,618104869066271","0,644820640120455","0,026715771054184"
,Consumo Cíclico,EZTEC       ,Imobilização de PL,"0,104225160901809","0,110264192957787","0,006039032055979"
,Saúde,FLEURY      ,Imobilização de PL,"1,38528001481176","1,84739145615245","0,462111441340693"
,Bens Industriais,FLEX S/A,Imobilização de PL,"2,46323960572976","2,91808573106283","0,454846125333067"
,Bens Industriais,FRAS-LE     ,Imobilização de PL,"0,803212108013937","0,899243854045683","0,096031746031746"
,Consumo Cíclico,GAFISA      ,Imobilização de PL,"0,702259368074438","0,711296434849784","0,009037066775347"
,Materiais Básicos,GERDAU      ,Imobilização de PL,"1,03563025889129","1,06787444073153","0,032244181840241"
,Bens Industriais,GOL         ,Imobilização de PL,"-1,02027566775596","-1,08484530960479","-0,064569641848827"
,Materiais Básicos,GPC PART    ,Imobilização de PL,"2,44076314316928","2,4804977484079","0,039734605238616"
,Consumo Cíclico,GRENDENE    ,Imobilização de PL,"0,131317600190705","0,157455234308848","0,026137634118144"
,Consumo não Cíclico,GRUPO MATEUS,Imobilização de PL,"0,440400019994751","0,609985462930473","0,169585442935721"
,Consumo não Cíclico,GRUPO NATURA      ,Imobilização de PL,"2,79214226942056","3,57544307701847","0,783300807597907"
,Consumo Cíclico,GRUPO SOMA,Imobilização de PL,"0,862401980579552","1,3106479905194","0,448246009939849"
,Consumo Cíclico,GUARARAPES  ,Imobilização de PL,"-0,756127116175022","-1,07165801529591","-0,315530899120884"
,Saúde,HAPVIDA,Imobilização de PL,"0,146878340920531","0,37052155452729","0,223643213606759"
,Consumo Cíclico,HELBOR      ,Imobilização de PL,"0,301470338669602","0,32158077724739","0,020110438577788"
,Bens Industriais,HIDROVIAS,Imobilização de PL,"2,02510353730254","2,0493318235821","0,024228286279557"
,Saúde,HYPERA,Imobilização de PL,"0,725002186754787","0,731771750467264","0,006769563712477"
,Utilidade Pública,IGUA SA  ,Imobilização de PL,"1,40547796404554","1,41933147856442","0,013853514518879"
,Bens Industriais,INDS ROMI   ,Imobilização de PL,"1,00082494152837","1,01236861106671","0,011543669538345"
,Consumo Cíclico,INTER SA ,Imobilização de PL,"0,861929638396865","0,92347563464207","0,061545996245205"
,Saúde,INTERMEDICA,Imobilização de PL,"1,14227809911263","1,33106388070417","0,188785781591537"
,Consumo Cíclico,IOCHP-MAXION,Imobilização de PL,"1,59830071779916","1,62116311664713","0,02286239884797"
,Materiais Básicos,IRANI ,Imobilização de PL,"3,06927591299765","3,15262822306226","0,083352310064608"
,Consumo não Cíclico,JALLESMACHAD,Imobilização de PL,"0,862308402152152","1,29920780155155","0,436899399399399"
,Consumo não Cíclico,JBS         ,Imobilização de PL,"2,31530688115873","2,48953228906241","0,174225407903681"
,Consumo Cíclico,JHSF PART   ,Imobilização de PL,"1,5117706576431","1,54345819202401","0,031687534380916"
,Consumo não Cíclico,JOSAPAR     ,Imobilização de PL,"0,82438792517496","0,829230631822592","0,004842706647633"
